SMILES,Tg,FFV,Tc,Density,Rg
*CC(CSCCCC)O*,,0.41461382,,,
*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCNC(=O)C(=O)N*,82.2677155,,0.4125,0.955200662,21.885982
*CCCN(Cc1ccccc1)C(=O)S*,,0.36838082,,,
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,,0.39753607,,,
*c1cccc(N2C(=O)c3ccc(Oc4ccc(-c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,,0.36818227,,,
*CC(*)C(=O)OC1CC(C)CC(C)(C)C1,,0.38012306,0.2205,0.909612952,11.78379961
*CC(CS(=O)(=O)CCCC)O*,,0.38279045,,,
*OC(COC(*)=O)COC(C)C,,0.35338284,,,
*Nc1ccc(-c2ccc(N*)c(-c3cc(-c4ccc(N)c(-c5ccccc5)c4)ccc3N)c2)cc1-c1ccccc1,,0.35788637,,,
*CC(*)c1ccc(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,,0.35405781,,,
*Oc1cccc(C(*)=O)c1,,0.34146211,,,
*OC(=O)c1ccc(C(=O)OC2COC3C(*)COC23)o1,,0.35695181,,,
*CCCCCCC1CC(CCC2CC(*)OC2=O)C(=O)O1,,0.33989367,,,
*CCCCCCN1C(=O)C(=Cc2ccc(C=C3SC(=S)N(*)C3=O)cc2)SC1=S,35.37444876,,,,
*CC(O)COc1ccc(C(=O)c2ccc(OCC(O)COc3ccc(C(C)(C)c4ccc(O*)cc4)cc3)cc2)cc1,,0.34542983,,,
*c1cccc(N2C(=O)C(=O)N(c3ccc(Cc4ccc(N5C(=O)C(=O)N(*)C5=O)cc4)cc3)C2=O)n1,,0.36326196,,,
*Nc1ccc([C@H](C)c2ccc(C3(c4ccc([C@@H](C)c5ccc(N*)cc5)cc4)CCC(CCCC)CC3)cc2)cc1,,0.36917749,,,
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O,,0.37194181,,,
*Nc1cc(S(=O)(=O)c2ccc(O)c(N*)c2)ccc1O,,0.32138495,,,
*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C2(CCCCC2)C1=O,277.0792131,,,,
*Nc1c(-c2ccccc2)cc(-c2ccc(-c3cc(-c4ccccc4)c(NC(=O)c4ccc(C(*)=O)cc4)c(-c4ccccc4)c3)cc2)cc1-c1ccccc1,,0.38237528,,,
*CC(*)(C)C(=O)OCCCCCCCCOC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,47.48888608,,,,
*Oc1ccc(C(=O)OCCCCOC(=O)c2ccc(*)cc2)cc1,,0.34336471,,,
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(CCCCC)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,204.7640603,,,,
*Nc1ccc(C(c2ccc(N)c(CC)c2CC)c2ccc(N*)c(CC)c2CC)c(CC)c1CC,,0.39358562,,,
*CC1(*)CC(=O)OC1=O,143.854555,,,,
*CC(*)C(=O)OCCCCCCCCCCOc1cnc(-c2ccc(OC(=O)C3COC(C)(C)O3)cc2)nc1,,0.36105777,,,
*CCCCCCCCCCCC(=O)N*,,0.37505502,0.3409999999999999,,21.42021733
*CCCC(C)CN1C(=O)c2ccc(C(=O)Oc3ccc(-c4ccc(OC(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3)cc2C1=O,,0.34161456,,,
*NCCCCCCCCN*,,0.33689515,,,
*Nc1ccc(C2(c3ccc(N*)c(C)c3)c3ccccc3-c3ccccc32)cc1C,,0.381850225,,,
*Nc1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(Nc4ccc(C(=O)c5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,,0.3924613,,,
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,0.36105469,,,
*N=P(*)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.32778117,,,
*Nc1cc2cc3c4cc5ccccc5cc4c4cc5ccccc5cc4c3cc2c(N)c1N*,,0.34084911,,,
*Nc1cc(Cl)c(N*)cc1Cl,,0.34205564,,,
*CCN(CCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,,0.36049034,,,
*Oc1ccc(CNC(=O)c2cccc(C(=O)NCc3ccc(OC4COC5C(*)COC45)cc3)c2)cc1,,0.33419104,,,
*Oc1ccccc1Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,,0.3645491,,,
*CC(CCCCCCCCCCCCCCCC)C1C(=O)N(CCCCCCCCCCCC)C(=O)C1*,,0.39088075,0.335,0.867649177,11.65178394
*Nc1cc(N*)c(OC(=O)[C@H]2CC[C@@H](C(=O)Oc3cc(N)c(N)c(C)c3N)CC2)c(C)c1N,,0.33922468,,,
*Nc1ccc2c(c1)[C@H]1c3ccccc3[C@@H]2c2ccc(N*)cc21,,0.37877881,,,
*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3c(C)cc(S(=O)(=O)c4cc(C)c(O*)c(C)c4)cc3C)cc2)cc1,,0.36906105,,,
*CCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,,0.33556239,,,
*CC(*)C(=O)Oc1c(F)c(F)c(F)c(F)c1F,,0.33973517,,,
*CCCCCCOC(=O)C1CC(=O)C(C(=O)O*)CC1=O,-36.66445232,,,,
*Cc1ccc(CNC(=O)CC(C)(C)CC(C)C(=O)N*)cc1,,0.33698788,,,
*Nc1ccc(C(C)(c2ccc(N*)cc2)C2C3=CC=CC2=C3)cc1,,0.35568458,,,
*Oc1cc(CCCCCCCCCCC)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,0.37154084,,,
*CCOCCC(=O)O*,,0.3272277,,,
*c1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(-c5cc(*)n(-c6ccccc6)n5)cc4)cc3)cc2)cc1,,0.39388717,,,
*OS(=O)(=O)c1cc(S(=O)(=O)Oc2ccc(C3(c4ccc(*)c(C)c4)CCCCC3)cc2C)ccc1C,,0.37582472,,,
*OC(=O)OCC1OC(C)(C)OC1COC(=O)OC1COC2C(*)COC12,,0.32749602,,,
*Nc1cc2c(cc1N*)C1(c3cc(N)c(N)cc3-c3cc(N)c(N)cc31)c1cc(N)c(N)cc1-2,,0.37495313,,,
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C)CC2)cc1,,0.37589597,,,
*Oc1ccc(OC(=O)c2ccc(Sc3cccc(OC(=O)c4ccc(C(=O)Oc5cccc(Sc6ccc(C(*)=O)cc6)c5)cc4)c3)cc2)cc1C,,0.36045779,,,
*c1ccc2c(c1)C(=O)N(c1cc(OCCCCCCCC)cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1)C2=O,,0.37326139,,,
*CCC(=O)Nc1ccc(Oc2cccc(NC(=O)CCN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)cc1,,0.33304131,,,
*c1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(-c5cc(*)[nH]n5)cc4)cc3)cc2)cc1,,0.39032537,,,
*Nc1ccc(Cc2ccc(CCCc3ccc(Cc4ccc(N*)cc4)cc3C)c(C)c2)cc1,,0.35703055,,,
*c1ccc(OC(=O)c2ccc([Si](C)(C)c3ccc(C(=O)Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,,0.37413124,,,
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(*)=O)c2)cc1,,0.34786426,,,
*Nc1cc2c(cc(N*)c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c32)c2ccccc12,,0.37324607,,,
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)c(N)c1,,0.37235553,,,
*CC1CCCC(CNC(=O)CCCCCCCCCCC(=O)N*)C1,26.18556129,,,,
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,,0.38241921,,,
*N=P(*)(OCc1ccc(Br)cc1)OCc1ccc(Br)cc1,,0.37799409,,,
*OC1CCC(OC(=O)OCCCCCCCOC(*)=O)CC1,,0.3452967,,,
*Oc1ccc(N=Nc2c(C)cc(Cc3cc(C)c(N=Nc4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)c(C)c3[N+](=O)[O-])c([N+](=O)[O-])c2C)cc1,,0.36435194,,,
*Nc1ccc2c(c1)-c1ccc(N*)cc1C21c2ccccc2-c2ccccc21,,0.38085413,,,
*CC(*)OCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,,0.36822065,,,
*c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,,0.40122658,,,
*c1ccc(C(c2ccc(N3C(=O)c4ccc(Oc5cccc6c(Oc7ccc8c(c7)C(=O)N(*)C8=O)cccc56)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,,0.38375006,,,
*c1ccc(Oc2ccc(Oc3ccc(NC(=O)c4cccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)c4)cc3)cc2)cc1,,0.35725183,,,
*C(=O)Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,,0.36364595,,,
*Nc1ccc2c(CC=C)c3c(CC=C)c(N*)ccc3cc2c1,,0.34493349,,,
*C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(*)cc7C6=O)c5)c3)C4=O)cc2)cc1,,0.36643788,,,
*Oc1c(C)cc(-c2cc(CBr)c(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)c(CBr)c2)cc1CBr,,0.4178534,,,
*CCCCCCc1nc2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4oc(*)nc4c3)ccc2o1,,0.35561284,,,
*c1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c1)C2=O,,0.39081756,,,
*c1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8ccccc8nc7*)cc6)cc5)cc4)cc3)cc2)cc1,,0.38425793,,,
*Oc1ccc(Oc2ccc(C(=O)Nc3ccc(Oc4ccc(-c5ccc(Oc6ccc(NC(=O)c7ccc(*)cc7)cc6)cc5)cc4)cc3)cc2)cc1-c1ccccc1,,0.36433591,,,
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,,0.35273936,,,
*CC(*)(CC(=O)OCC)C(=O)O,,0.29105461,,,
*C#CC(OS(=O)(=O)c1ccc(C)cc1)=C(*)OS(=O)(=O)c1ccc(C)cc1,164.1018919,,,,
*CCCC(O)CN(CCCC)c1ccc(C#Cc2ccc(S(*)(=O)=O)cc2)cc1,,0.38948294,,,
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,,,0.3915714285714285,0.876856201,21.89554378
*CC(*)(C)C(=O)OCCN(CC)c1ccc([N+](=O)[O-])cc1,,0.35415635,,,
*c1ccc(-c2cc(-c3ccc(OCCCCCCCCCCCC)cc3)cc(-c3ccc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc(*)ccc4-5)cc3)c2-c2ccc(OCCCCCCCCCCCC)cc2)cc1,,0.39788041,,,
*C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc(*)s3)cc2)c1,,0.35968354,,,
*C(=O)Nc1cccc(NC(=O)C=Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,,0.33727257,,,
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(C(c4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)c4cccc5ccccc45)cc3C)cc1)C2=O,,0.4076565,,,
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5cc(*)n(-c6ccccc6)n5)cc4)cc3)cc2)cc1,,0.38538397,,,
*C(=O)c1ccc(C(=O)N(CCC)c2ccc(Cc3ccc(N(*)CCC)c(C)c3)cc2C)cc1,179.9023847,,,,
*Nc1cccc(-c2cccc(-c3ccccc3)c2-c2ccccc2)c1N*,,0.36058761,,,
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3c(-c4ccc(-c5ccccc5)cc4)cc(-c4ccc(OCCCCCCCCCCOc5ccc(-c6cc(-c7ccc(-c8ccccc8)cc7)c(-c7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)c(-c7ccc(-c8ccccc8)cc7)c6)cc5)cc4)cc3-c3ccc(-c4ccccc4)cc3)cc1)C2=O,,0.36823501,,,
*C(=O)Nc1cccc(C(=O)Nc2cccc(NC(=O)c3ccc4[nH]c(-c5ccc(-c6nc7cc(*)ccc7[nH]6)cc5)nc4c3)c2)c1,,0.36448737,,,
*Nc1ccc(C2=CC(C)(C)[C@H](N*)C(C)(C)C2)cc1,,0.36534008,,,
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,,0.42161644,,,
*Oc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(Oc5ccc(C(=O)c6ccc(*)c(C(C)C)c6)cc5)cc4)cc3)cc2C(C)C)cc1,,0.3952199,,,
*Oc1ccc(-c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,,0.37378543,,,
*Nc1cccc(C(C)(c2ccccc2)c2cccc(N*)c2)c1,,0.35162648,,,
*CCNC(=O)c1ccc(C(=O)N*)c(Oc2ccccc2)c1,,0.33491871,,,
*C#Cc1cc(OCCCCCCCCCC)c(*)cc1OCCCCCCCCCC,61.85443636,,,,
*Nc1cc(NC(=O)Nc2ccc(NC(*)=O)cc2)cc(C(=O)Nc2ccc3c(c2)C(=O)c2ccccc2C3=O)c1,,0.32639066,,,
*C(=O)c1cccc(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)(C(F)(F)F)C(F)(F)F)cc2)C3=O)c1,,0.37036169,,,
*c1ccc(Oc2c(C)cc(C(C)(C)c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(c9ccccc9)CC8)cc7)cc6C5=O)cc4)c(C)c3)cc2C)cc1,,0.38650416,,,
*CC(*)(C)C(=O)OC1CCCCC1,,,0.2239999999999999,0.91386168,10.8595327
*CC(*)(CC(=O)O)C(=O)O,,0.2269924,,,
*CCCCCCCCCCO*,,,0.353,,
*CC(*)(C)C(=O)OCc1cccc(Cl)c1,,0.3685976,,,
*Nc1ccc2c(c1)-c1cc(N*)ccc1C21c2ccccc2-c2ccccc21,,0.38016064,,,
*Nc1ccc2ccc3c(N*)c(-c4cccc(-c5cccc(C6(c7ccccc7)c7ccccc7-c7ccccc76)c5)c4)cc4ccc1c2c43,,0.36666503,,,
*Nc1ccc(Cc2ccc(C3(c4ccc(Cc5ccc(N*)cc5)cc4)CCC(CC[C@H]4CC[C@H](CCCC)CC4)CC3)cc2)cc1,,0.36481591,,,
*CC(*)(C)C(=O)OCCC#N,,0.35439971,0.138,1.036075809,14.2239278
*Oc1cc(C(C)(C)C)c(Oc2ccc(C(=O)Nc3ccc(C(C)(C)c4ccc(NC(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1C(C)(C)C,,0.3776416,,,
*CC(*)C(=O)OC([2H])([2H])[2H],,0.32713966,,,
*c1cccc(Oc2ccc(P(=O)(c3ccccc3)c3ccccc3)c(Oc3cccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,,0.3682581,,,
*CCCC(=O)Nc1ccc(Oc2ccc(NC(=O)CCCN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,0.33327208,,,
*c1nnc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(*)c6ccccc56)cc4)(C(F)(F)F)C(F)(F)F)cc3)c3ccccc23)o1,,0.39620569,,,
*Nc1ccc2c(c1)[C@@]1(C)c3ccc(N)cc3[C@]2(C)c2cc(N*)ccc21,,0.3829945,,,
*c1ccc(Oc2ccc(C(=O)c3ccc(Cc4ccc(C(=O)c5ccc(Oc6ccc(-c7nc(-c8ccccc8)[nH]c7*)cc6)cc5)cc4)cc3)cc2)cc1,,0.39839746,,,
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,,0.38115589,,,
*CCCCCCNC(=O)c1ccc(C(=O)N*)c(Oc2ccc(Br)cc2)c1,,0.35980816,,,
*CCCCSSCCCCOCO*,,0.40349527,0.196,,
*c1ccc(OCCN(CCOc2ccc(-c3cc(-c4ccccc4)c4cc(Oc5ccc6nc(*)cc(-c7ccccc7)c6c5)ccc4n3)cc2)c2ccc(C(C#N)=C(C#N)C#N)cc2)cc1,,0.38278631,,,
*NC1=CCCC(c2ccc(N*)cc2)=C1c1ccccc1,,0.35914225,,,
*CCCCc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,110.5188915,,,,
*CCCCCOC(=O)c1cccc(C(=O)O*)c1,,0.34539931,,,
*CCCC(CCNC(=O)c1ccc(C(=O)N*)cc1)C(C)C,,0.34137267,,,
*C=CC1CC(*)C(C#N)([Si](C)(C)[Si](C)(C)C)C1,,0.44453599,,,
*CCCCCC(=O)Oc1ccc(C2(c3ccc(OC(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3)CCCCC2)cc1,,0.35101165,,,
*CCCCCCCCCCC(=O)O*,,0.37420675,,,
*c1nnc(-c2sc(-c3nnc(-c4cc(OCCCCCCCC)c(*)cc4OCCCCCCCC)o3)cc2CCCCCCCC)o1,,0.41777055,,,
*c1ccc(-c2cc(-c3ccccc3)c3cc(-c4ccc5nc(*)cc(-c6ccccc6)c5c4)ccc3n2)cc1,,0.42908191,,,
*C(=O)c1cc(C(=O)c2ccc3[nH]c4ccc(*)cc4c3c2)c(C(=O)O)cc1C(=O)O,106.1795053,,,,
*OC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)OC3CC4CC(*)CC(C3)O4)cc2)cc1,,0.34709392,,,
*c1cc(C(C(=O)OC)C(=O)OC)c(*)s1,,0.39850796,,,
*CC(*)c1ccccc1CC,,,0.1843333333333333,0.918485757,13.27096728
*Nc1ccc2c(c1)C(C)(C)C[C@@]21CC(C)(C)c2ccc(N*)cc21,,0.37806906,,,
*c1ccc(-c2ccc(C(*)(C)C)cc2)cc1,210.9469969,,0.247,0.952850626,21.2582938
*Nc1cc(C2(c3ccc(O)c(N*)c3)c3ccccc3-c3ccccc32)ccc1O,,0.3549773,,,
*CC(*)(CC)C(=O)OCC,,0.36305897,0.145,0.864397975,12.48037065
*Nc1cccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(*)=O)c2)c1,,0.32910892,,,
*CC(*)CCCCCCCCCCCCCC,,0.40318632,0.3409999999999999,0.795879987,11.75279889
*CC(C)(C)COC(=O)CCCCC(=O)O*,,0.34752544,,,
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5cc(*)[nH]n5)cc4)cc3)cc2)cc1,,0.3751119,,,
*Nc1ccc2c(c1-c1c(N*)ccc3c1CCCC3)CCCC2,,0.36667006,,,
*c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(Oc6ccccc6)cc5)cc4)c4cc(-c5ccc6nc(*)cc(-c7ccc(-c8ccc(Oc9ccccc9)cc8)cc7)c6c5)ccc4n3)cc2)cc1,,0.38479819,,,
*CCOCCOC(=O)CC(=O)O*,,0.31955507,,,
*CCOCCOCCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O*,,0.32877992,,,
*Nc1cc(NC(=O)C(*)=O)ccc1C,,0.3160157,,,
*C(=O)Nc1ccc(Cc2ccc(N3C(=O)CC(N4C(=O)c5ccc(*)cc5C4=O)C3=O)cc2)cc1,,0.35665576,,,
*CCCCCCOP(=O)(N=Nc1ccc(-c2ccc(N=NP(=O)(O*)OC)cc2)cc1)OC,,0.36135767,,,
*Oc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4cc(C(=O)Nc5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc2)cc1,,0.36514177,,,
*Nc1ccc(-c2ccc(N*)cc2C(F)(F)F)c(C(F)(F)F)c1,,0.34397372,,,
*CCCCCCCCCCNC(=O)c1ccc(C(=O)N*)c(Sc2ccccc2)c1,,0.36364477,,,
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(-c2ccc(O*)cc2)cc1,,0.35478647,0.329,,
*Nc1nc(CCC2OCC3(COC(CCc4nc(N)nc(N)n4)OC3)CO2)nc(N*)n1,,0.32807349,,,
*C(=O)Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C7(c8ccc(Oc9ccc(N%10C(=O)c%11ccc(*)cc%11C%10=O)cc9)cc8)CC8CC7C7CCCC87)cc6)cc4)C5=O)cc3)cc2)cc1,,0.36692147,,,
*CC(*)C(=O)OCCSC,,0.38690329,0.181,1.110954584,15.7280871
*c1ccc(-c2ccc(S(*)(=O)=O)cc2)cc1,229.0539301,,,,
*O[Si](*)(C)CCCn1c2ccccc2c2ccccc21,,0.37981607,,,
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(*)c(C(F)(F)F)c5)cc4)cc3C(F)(F)F)cc2)cc1,,0.38323456,,,
*c1ccc(*)[nH]1,,0.56389708,,,
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(NC(=O)c4cccc(C(=O)Nc5ccc(S(=O)(=O)c6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cc5)c4)cc3)cc1)C2=O,,0.35983629,,,
*CC(*)OC(=O)c1ccccc1Cl,,0.35127788,,,
*c1ccc(Oc2ccc(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)cc2)cc1,,0.40046874,,,
*OC(CCCCC)CC(*)=O,,0.36904255,,,
*CC(*)C(=O)OCCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,,0.36721657,,,
*Oc1ccc2nc3c(nc2c1)Sc1cc(-c2ccc4c(c2)Sc2nc5cc(*)ccc5nc2N4)ccc1N3,383.4,,,,
*CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N*,,,0.2925,0.899716416,13.5860206
*NC1=CC[C@@H](C(c2ccc(N)cc2)(c2ccc(N*)cc2)c2ccc(N)cc2C)C=C1,,0.37144246,,,
*CCCCCC(=O)Nc1ccc(Oc2cccc(NC(=O)CCCCCN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)cc1,,0.33649448,,,
*c1ccc(-c2cc(CCCCCCCC)c(-c3ccc(-c4ccc(-c5sc(-c6ccc([Si](CCCC)(CCCC)[Si](*)(CCCC)CCCC)s6)cc5CCCCCCCC)s4)s3)s2)s1,,0.42281457,,,
*CC(CCCCCCCCCCCC)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O*)c1,,0.34491692,,,
*OC(C)CC(*)=O,,0.33260696,,,
*NCCCOCCOCCOCCCN*,,0.3255813199999999,,,
*Nc1ccc(-c2c3cc(N*)c(N)cc3c(-c3ccc(N)cc3)c3c(-c4ccc(N)cc4)c4cc(N)c(N)cc4c(-c4ccc(N)cc4)c23)cc1,,0.35674675,,,
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(NC(=O)c5ccc(OC(C)=O)cc5)cc(C(=O)Nc5ccc(*)cc5)c4)cc3)cc2)cc1,,0.34979882,,,
*CCCNC(=O)O*,,0.31360037,,,
*Nc1cc(Cl)c(-c2cc(Cl)c(N*)cc2Cl)cc1Cl,,0.36444978,,,
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(C)CCCCC(*)C,,0.42325418,,,
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,,,0.322,,
*CC(*)OC(=O)CCCC1CCCCC1,,0.36748858,,,
*c1ccc(-c2sc(-c3cc(SCCCCCCCCCCCC)c(*)s3)cc2SCCCCCCCCCCCC)cc1,,0.43658652,0.349,,
*Nc1ccc(Cc2ccc(NC(=O)Nc3ccc(CCc4ccc(NC(*)=O)cc4)cc3)cc2)cc1,183.1975298,,,,
*NN(N*)[C@](CC)(CCC)C[C@@](C)(CC)N(N)N,,0.33398342,,,
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,,0.37852395,,,
*CC(*)C(=O)OCCCCCCCCOC(=O)c1ccc(OC(=O)c2ccc(C#N)cc2)cc1,,0.34948224,,,
*O*CCCCCCCCCC(=O)Oc1ccc(-c2ccc(C(=O)Oc3cccc(OC(=O)c4ccc(-c5ccc(OC(=O)CCCCCCCCC(*)CO*)cc5)cc4)c3[N+](=O)[O-])cc2)cc1,,0.38046147,,,
*CC(OCC)C1C(=O)OC(=O)C1*,,0.31032484,,,
*C1(C)CC(*)(C)C(=O)N(C)C1=O,,0.35709749,,,
*CCCC(=O)Nc1ccc(Cc2ccc(NC(=O)CCCN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,0.33581592,,,
